caption	url	width	height	absolute_image_path	index	subject	prompt
Sailfin shiner, Notropis hypselopterus, a small and colorful shiner of the Leuciscinae	https://upload.wikimedia.org/wikipedia/commons/3/39/Notropis_hypselopterus.jpg	735	477	/data/output_images/00007/000078416.jpg	1508	Sailfin shiner	A Sailfin shiner swimming in a vibrant coral reef
F-100 Super Sabre on static display at Grand Haven Memorial Airpark (2011)	https://upload.wikimedia.org/wikipedia/commons/7/78/F-100_Super_Sabre_at_Grand_Haven_Memorial_Airpark.jpg	1600	1200	/data/output_images/00007/000079215.jpg	1527	F-100 Super Sabre	An F-100 Super Sabre flying over a vibrant city skyline at sunset
A coal ball from southern Illinois	https://upload.wikimedia.org/wikipedia/commons/5/54/Coal_ball_from_southern_illinois.JPG	2480	2432	/data/output_images/00007/000078704.jpg	1522	coal ball	A coal ball displayed in a natural history museum exhibit
Doubly terminated amethystine quartz crystal	https://upload.wikimedia.org/wikipedia/commons/c/cc/Quartz-131593.jpg	310	600	/data/output_images/00007/000078847.jpg	1519	amethystine quartz crystal	A doubly terminated amethystine quartz crystal displayed on a bed of lush green moss in a serene forest
Illustration of a living Cyrtonyx quail	https://upload.wikimedia.org/wikipedia/commons/1/13/Cyrtonyx_montezumaeEBP20A.jpg	732	901	/data/output_images/00007/000076206.jpg	1460	Cyrtonyx quail	A Cyrtonyx quail perched on a branch in a lush tropical rainforest
A Keio Bus Minami car	https://upload.wikimedia.org/wikipedia/commons/f/fe/Keio_Bus_M620.jpg	640	480	/data/output_images/00007/000078889.jpg	1520	Keio Bus Minami	A Keio Bus Minami driving through a bustling city street during rush hour
Iris planifolia at Bern Botanic Garden	https://upload.wikimedia.org/wikipedia/commons/f/f9/Iris_planifolia_02.JPG	4288	2848	/data/output_images/00007/000078467.jpg	1532	Iris planifolia	Iris planifolia blooming in a vibrant meadow during spring
Wheeled mounted DShK heavy machine gun.	https://upload.wikimedia.org/wikipedia/commons/1/12/12%2C7-%D0%BC%D0%BC_%D1%81%D1%82%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2%D1%8B%D0%B9_%D0%BF%D1%83%D0%BB%D0%B5%D0%BC%D1%91%D1%82_%D0%94%D0%A8%D0%9A_%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D1%86%D0%B0_1938_%D0%B3%D0%BE%D0%B4%D0%B0_%283-1%29.jpg	3532	2196	/data/output_images/00007/000076194.jpg	1462	DShK heavy machine gun	A DShK heavy machine gun mounted on a military vehicle in a desert landscape
Green sandpiper (Tringa ochropus)	https://upload.wikimedia.org/wikipedia/commons/a/ae/Tringa_ochropus.JPG	1280	1280	/data/output_images/00007/000078641.jpg	1513	Green sandpiper	A Green sandpiper standing on a rocky shore by the ocean
A silver Nokia 6230	https://upload.wikimedia.org/wikipedia/commons/b/b2/Nokia_6230.jpg	2554	1920	/data/output_images/00007/000076776.jpg	1479	Nokia 6230	A silver Nokia 6230 resting on a beach towel under the sun
1999 Porsche Boxster 2.5 (pre-facelift)	https://upload.wikimedia.org/wikipedia/commons/8/89/1999_Porsche_Boxster_2.5_Front.jpg	4780	2552	/data/output_images/00007/000078072.jpg	1548	1999 Porsche Boxster 2.5	A 1999 Porsche Boxster 2.5 parked on a scenic coastal road with the ocean in the background
The American bison is Oklahoma's state mammal.	https://upload.wikimedia.org/wikipedia/commons/8/8d/American_bison_k5680-1.jpg	2700	1761	/data/output_images/00007/000079090.jpg	1526	American bison	An American bison grazing in a snowy mountain landscape
Puffed amaranth (left) and rice	https://upload.wikimedia.org/wikipedia/commons/5/51/Amarant_burizony.jpg	3300	2200	/data/output_images/00007/000079264.jpg	1530	puffed amaranth	A bowl of puffed amaranth displayed on a rustic kitchen table surrounded by fresh fruits and vegetables
2004 Suzuki SV650	http://upload.wikimedia.org/wikipedia/commons/7/72/SuzukiSV650.jpg	3072	2304	/data/output_images/00007/000079814.jpg	1546	2004 Suzuki SV650	A 2004 Suzuki SV650 parked in a vibrant city street during sunset
A MiG-21BisD in flight	https://upload.wikimedia.org/wikipedia/commons/f/fa/Croatian_MiG-21_%28cropped%29.jpg	1957	1326	/data/output_images/00008/000080484.jpg	1558	MiG-21BisD	A MiG-21BisD soaring over a desert landscape during sunset
A Suzuki GS500 with a clearly visible frame, painted silver	https://upload.wikimedia.org/wikipedia/commons/3/36/1997SuzukiGS500E-001.jpg	2000	1500	/data/output_images/00008/000080850.jpg	1571	Suzuki GS500	A Suzuki GS500 with a silver frame parked on a scenic mountain road
Twelve-spotted Skimmer, Libellula pulchella	https://upload.wikimedia.org/wikipedia/commons/9/98/Twelve_Spotted_Skimmer_%28Libellula_Pulchella%29.jpg	3020	2010	/data/output_images/00008/000080897.jpg	1575	Twelve-spotted Skimmer	A Twelve-spotted Skimmer perched on a vibrant flower in a sunny meadow
2004Ã¢ÂÂ2005 Subaru Impreza WRX wagon (US)	http://upload.wikimedia.org/wikipedia/commons/b/b6/2004-2005_Subaru_Impreza_WRX_wagon_--_01-27-2012_front.jpg	2088	1292	/data/output_images/00008/000080193.jpg	1561	2004–2005 Subaru Impreza WRX wagon	A 2004–2005 Subaru Impreza WRX wagon driving along a coastal road with ocean views
Dacian gold bracelet, dated to the 1st century BC, from Sarmizegetusa Romania [1][2]	https://upload.wikimedia.org/wikipedia/commons/0/09/Dacian_Gold_Bracelet_at_the_National_Museum_of_the_Union_2007_-_1.jpg	2048	1536	/data/output_images/00008/000080839.jpg	1572	Dacian gold bracelet	A Dacian gold bracelet displayed in a luxurious museum setting with soft lighting
1929 Brockway Bus	https://upload.wikimedia.org/wikipedia/commons/0/06/Brockway_Buss_1929.jpg	800	395	/data/output_images/00008/000080104.jpg	1553	1929 Brockway Bus	A 1929 Brockway Bus parked in front of a vintage gas station
A Ford Taurus Police Interceptor operated by the Georgian Patrol Police.	https://upload.wikimedia.org/wikipedia/commons/d/d1/Police_car_in_Tbilisi_%2869%29.jpg	3648	2736	/data/output_images/00007/000077321.jpg	1491	Ford Taurus Police Interceptor	A Ford Taurus Police Interceptor parked in front of a busy city courthouse
1985 Suzuki GSX-R750 and 1989 GSX-R750R	https://upload.wikimedia.org/wikipedia/commons/5/51/GSX-R_750_1985_%26_GSX-R_750_R_1989.jpg	2592	1944	/data/output_images/00008/000080227.jpg	1563	1985 Suzuki GSX-R750	A 1985 Suzuki GSX-R750 parked on a scenic mountain road during sunset
1980 Honda XR 500A	https://upload.wikimedia.org/wikipedia/commons/f/f3/Honda_XR_500A.jpg	4577	3041	/data/output_images/00008/000080433.jpg	1559	1980 Honda XR 500A	A 1980 Honda XR 500A motorcycle riding on a rugged mountain trail
Nash Metropolitan with continental tire mount	https://upload.wikimedia.org/wikipedia/commons/d/da/Metropolitan_convertible_red_by_lake.JPG	3390	2200	/data/output_images/00008/000080772.jpg	1573	Nash Metropolitan	A Nash Metropolitan parked on a bustling city street during a sunny day
Chawan (tea bowl) with hair fur's pattern, Jian ware from China during the Song dynasty	https://upload.wikimedia.org/wikipedia/commons/8/8a/Tea_Bowl_%28Chawan%29_with_Hare%27s_Fur_Pattern_LACMA_M.51.2.1.jpg	2100	1497	/data/output_images/00008/000082659.jpg	1604	Chawan (tea bowl)	A Chawan (tea bowl) with a hair fur's pattern displayed on a traditional Japanese tea ceremony table surrounded by cherry blossom trees
The Virginia opossum (Didelphis virginiana)	https://upload.wikimedia.org/wikipedia/commons/c/ce/Opossum_1_cropped.JPG	1074	716	/data/output_images/00008/000080033.jpg	1551	Virginia opossum	A Virginia opossum resting on a branch in a tropical rainforest
Western blue-tongue lizard	https://upload.wikimedia.org/wikipedia/commons/f/f2/Tiliqua_occipitalis.jpg	979	670	/data/output_images/00008/000081370.jpg	1582	Western blue-tongue lizard	A Western blue-tongue lizard basking on a rock in a lush green rainforest
Fish served as ikizukuri.	https://upload.wikimedia.org/wikipedia/commons/4/4e/Ikizukuri.jpg	1368	928	/data/output_images/00008/000081334.jpg	1581	Fish	A beautifully arranged plate of fish served at a seaside restaurant with ocean views
Geranium Flower	https://upload.wikimedia.org/wikipedia/commons/f/f4/Geranium-_Flower.jpg	1714	1714	/data/output_images/00007/000076603.jpg	1472	Geranium Flower	A vibrant Geranium flower blooming in a sunny botanical garden
Traditional Maltese bus	https://upload.wikimedia.org/wikipedia/commons/9/9b/Maltesisk_buss_1.jpg	2048	1536	/data/output_images/00008/000081737.jpg	1590	Traditional Maltese bus	A Traditional Maltese bus driving along a coastal road with the sea in the background
Jettime Boeing 737	https://upload.wikimedia.org/wikipedia/commons/1/15/OY-JTA_B737_Jettime_salz_night_100109_maarten-sr_%284200231301%29.jpg	1024	683	/data/output_images/00007/000077323.jpg	1486	Boeing 737	A Boeing 737 flying over a tropical beach during sunset
LiAZ-5256 bus	https://upload.wikimedia.org/wikipedia/commons/b/bb/%D0%9B%D0%B8%D0%B0%D0%B7_5256.JPG	4608	3456	/data/output_images/00008/000081149.jpg	1594	LiAZ-5256 bus	A LiAZ-5256 bus driving through a bustling city street during rush hour
1999 Camaro finished in Hugger Orange	https://upload.wikimedia.org/wikipedia/commons/b/b2/1999-camaro.jpg	912	547	/data/output_images/00008/000083421.jpg	1610	1999 Camaro	A 1999 Camaro finished in Hugger Orange parked on a scenic mountain road
Corsair FG-1D (Goodyear built F4U-1D) in the Royal New Zealand Air Force markings	https://upload.wikimedia.org/wikipedia/commons/4/4d/Corsair_FG-1D_Bu88391_RNZAF.jpg	6024	3936	/data/output_images/00008/000081434.jpg	1585	Corsair FG-1D	A Corsair FG-1D flying over a tropical beach during sunset
Adult agreeable tiger moth (Spilosoma congrua)	https://upload.wikimedia.org/wikipedia/commons/5/51/Agreeable_Tiger_Moth.jpg	1385	1936	/data/output_images/00005/000059960.jpg	1144	Adult agreeable tiger moth (Spilosoma congrua)	An adult agreeable tiger moth resting on a vibrant flower in a lush garden
Jaguar X-Type Saloon	https://upload.wikimedia.org/wikipedia/commons/4/4b/2007_Jaguar_X-Type_%281%29.jpg	2174	1015	/data/output_images/00008/000082960.jpg	1606	Jaguar X-Type Saloon	A Jaguar X-Type Saloon driving along a coastal road with ocean views
A Canberra Ford Falcon Taxicab	https://upload.wikimedia.org/wikipedia/commons/a/a2/Ford_FG_Falcon_running_on_LPG%2C_operated_by_Canberra_Elite_Taxi%2C_photographed_in_Tuggeranong_Town_Centre_%281%29.jpg	2000	1333	/data/output_images/00008/000080800.jpg	1577	Ford Falcon Taxicab	A Ford Falcon Taxicab driving through a bustling city street at night, illuminated by neon lights
A perfect example of the pedigree Peruvian Hairless Dog	https://upload.wikimedia.org/wikipedia/commons/9/92/Peruvian_Hairless_Dog_1.jpg	800	599	/data/output_images/00008/000083462.jpg	1613	Peruvian Hairless Dog	A Peruvian Hairless Dog standing proudly on a sandy beach at sunset
1960 Bocar XP-5 Serial No. 007.	https://upload.wikimedia.org/wikipedia/commons/6/6f/Bocar_XP-5_Lajunta.jpg	2576	1932	/data/output_images/00008/000083565.jpg	1614	1960 Bocar XP-5	A 1960 Bocar XP-5 racing on a scenic mountain road
A female American bullfrog (Rana catesbeiana)	https://upload.wikimedia.org/wikipedia/commons/8/8a/American_Bullfrog_Rana_catesbeiana_Side_1800px.jpg	1800	1300	/data/output_images/00008/000081592.jpg	1586	female American bullfrog	A female American bullfrog sitting on a lily pad in a tranquil pond surrounded by blooming water lilies
A historic windmill and a cottage in Drewnowo-Lipski	https://upload.wikimedia.org/wikipedia/commons/c/c8/Drewnowo-Lipskie_1.jpg	3822	2557	/data/output_images/00008/000081969.jpg	1596	historic windmill	A historic windmill standing on a cliff overlooking the ocean
Moldavian Mi-8PS for VIP transport (former Nicolae CeauÃÂescu helicopter).	http://upload.wikimedia.org/wikipedia/commons/4/49/Mi-8PS-2007-Moldova.jpg	4288	2848	/data/output_images/00008/000081692.jpg	1591	Moldavian Mi-8PS helicopter	A Moldavian Mi-8PS helicopter flying over a bustling city skyline
Florida box turtle (Terrapene carolina bauri)	https://upload.wikimedia.org/wikipedia/commons/5/52/Florida_Box_Turtle_at_Smyrna_Dunes_Park_-_Flickr_-_Andrea_Westmoreland.jpg	2085	1647	/data/output_images/00008/000083619.jpg	1616	Florida box turtle	A Florida box turtle walking along a sandy beach at sunset
"A ""zonkey"", a zebra/donkey hybrid"	https://upload.wikimedia.org/wikipedia/commons/6/67/Zeedonk_800.jpg	800	590	/data/output_images/00008/000083811.jpg	1621	zonkey	A zonkey grazing in a lush green meadow surrounded by wildflowers
Japanese silver teapot	https://upload.wikimedia.org/wikipedia/commons/1/14/Japansk_silvertekanna_med_dito_sil.jpg	1108	927	/data/output_images/00008/000083608.jpg	1615	Japanese silver teapot	A Japanese silver teapot displayed on a traditional wooden tea table in a serene Japanese garden
Zastava 128	http://upload.wikimedia.org/wikipedia/commons/1/15/Zastava_128.jpg	1332	919	/data/output_images/00008/000084353.jpg	1634	Zastava 128	A Zastava 128 driving along a coastal road with the ocean in the background
Pied-billed grebe	https://upload.wikimedia.org/wikipedia/commons/4/42/Pied-billed_Grebe_0561.jpg	3892	2596	/data/output_images/00008/000083749.jpg	1625	Pied-billed grebe	A Pied-billed grebe swimming in a serene pond surrounded by lush greenery
Red-billed tropicbird, nests in loose colonies on sea cliffs	https://upload.wikimedia.org/wikipedia/commons/2/2e/Phaethon_aethereus_Little_Tobago.jpg	725	458	/data/output_images/00008/000083914.jpg	1628	Red-billed tropicbird	A Red-billed tropicbird soaring over a vibrant coral reef
The 1949 Harley Davidson FL Hydra-Glide	https://upload.wikimedia.org/wikipedia/commons/f/f4/Harley_Davidson_FL_Hydra-Glide_1949_RSideFront_Lake_Mirror_Cassic_16Oct2010_%2814877219855%29.jpg	1200	803	/data/output_images/00008/000081014.jpg	1578	1949 Harley Davidson FL Hydra-Glide	A 1949 Harley Davidson FL Hydra-Glide parked on a scenic mountain road
2016 Cadillac CTS-V	https://upload.wikimedia.org/wikipedia/commons/d/d4/2016_CTS-V.jpg	640	480	/data/output_images/00008/000084585.jpg	1637	2016 Cadillac CTS-V	A 2016 Cadillac CTS-V driving along a coastal highway with ocean views
Tatra 600 Tatraplan in an exhibition	https://upload.wikimedia.org/wikipedia/commons/2/2f/Tatra_T600_Tatraplan.jpg	1528	1084	/data/output_images/00008/000084994.jpg	1648	Tatra 600 Tatraplan	A Tatra 600 Tatraplan driving along a scenic coastal road with cliffs and ocean views
Alpine grayling	https://upload.wikimedia.org/wikipedia/commons/2/25/Gletscherfalter%2C_Oeneis_glacialis.JPG	1867	1401	/data/output_images/00008/000084762.jpg	1642	Alpine grayling	An Alpine grayling butterfly perched on a vibrant flower in a sunny meadow
Red-necked francolin	https://upload.wikimedia.org/wikipedia/commons/2/20/Francolinus_afer1.jpg	1112	1457	/data/output_images/00008/000084865.jpg	1641	Red-necked francolin	A Red-necked francolin perched on a branch in a tropical rainforest
An early telephone manufactured in 1909. The black earpiece is seen resting on the hook.	https://upload.wikimedia.org/wikipedia/commons/1/19/Wolfsonian-FIU_Museum_-_IMG_8151.JPG	2448	3264	/data/output_images/00008/000083439.jpg	1617	early telephone	An early telephone from 1909 placed on a vintage wooden desk in a cozy study room
Pre-facelift Mitsubishi Eclipse coupe	https://upload.wikimedia.org/wikipedia/commons/2/25/Mitsubishi_Eclipse_front_20080124.jpg	1251	696	/data/output_images/00008/000084230.jpg	1633	Mitsubishi Eclipse coupe	A pre-facelift Mitsubishi Eclipse coupe driving along a coastal road at sunset
Opel Olympia A (1968)	https://upload.wikimedia.org/wikipedia/commons/6/6a/1968-Opel-Olympia.jpg	858	541	/data/output_images/00008/000085254.jpg	1653	Opel Olympia A	An Opel Olympia A (1968) parked in a vintage car show surrounded by classic cars and enthusiastic spectators
A Jetlite Boeing 737-800 at Kathmandu Airport	https://upload.wikimedia.org/wikipedia/commons/6/6e/JetLite_Boeing_737-800_VT-SJH_at_Kathmandu_airport_in_2010.jpg	2602	1387	/data/output_images/00008/000085719.jpg	1662	Jetlite Boeing 737-800	A Jetlite Boeing 737-800 flying over a tropical beach during sunset
The rocky peaks of the eroded Black Buttes	https://upload.wikimedia.org/wikipedia/commons/d/d5/Black_Buttes_%28crop_from_Mount_Baker%29.jpg	2555	1731	/data/output_images/00008/000085103.jpg	1650	Black Buttes	The Black Buttes towering over a serene alpine lake surrounded by wildflowers
The old Yerke 24 inch (2 foot telescope) reflecting telescope, now in a museum	https://upload.wikimedia.org/wikipedia/commons/f/f6/RitcheyTelescope.jpg	623	480	/data/output_images/00008/000085225.jpg	1649	Yerke 24 inch telescope	The Yerke 24 inch telescope set up on a mountain observatory under a starry night sky
Canada Post LLV	https://upload.wikimedia.org/wikipedia/commons/8/88/Canada_Post_LLV.jpg	2209	1846	/data/output_images/00008/000085861.jpg	1668	Canada Post LLV	A Canada Post LLV delivery vehicle parked in a bustling city street
Type 62 light tank	https://upload.wikimedia.org/wikipedia/commons/d/de/Type_62_tank_-_front.jpg	2430	2559	/data/output_images/00008/000083922.jpg	1630	Type 62 light tank	A Type 62 light tank positioned on a battlefield during a military exercise
Head of the European cat snake	https://upload.wikimedia.org/wikipedia/commons/8/80/Telescopus_fallax_head.jpg	1127	765	/data/output_images/00008/000086151.jpg	1675	European cat snake	A European cat snake resting on a branch in a dense tropical rainforest
White Navajo Sandstone petrified sand dune.	https://upload.wikimedia.org/wikipedia/commons/f/f5/Snow_Canyon_3.JPG	2304	1728	/data/output_images/00008/000085960.jpg	1667	Navajo Sandstone	A large formation of Navajo Sandstone rising majestically in a desert landscape at sunset
A Peerless armoured car at The Tank Museum.	https://upload.wikimedia.org/wikipedia/commons/2/2d/Bovington_021_Peerless_Armoured_Car_1.jpg	2592	1944	/data/output_images/00008/000085477.jpg	1664	Peerless armoured car	A Peerless armoured car displayed in a historic military parade
Larch cone with unusual branch growth from tip	https://upload.wikimedia.org/wikipedia/commons/e/e0/Larch_with_unusual_terminal_branch.JPG	1712	2288	/data/output_images/00008/000086457.jpg	1689	Larch cone	A Larch cone hanging from a branch in a serene mountain forest
Jeep Wrangler Unlimited Sahara (JK, Germany)	https://upload.wikimedia.org/wikipedia/commons/e/e9/Jeep_Wrangler_Unlimited_front_20080521.jpg	2031	1320	/data/output_images/00008/000084075.jpg	1632	Jeep Wrangler Unlimited Sahara	A Jeep Wrangler Unlimited Sahara driving through a rugged mountain trail
Babka (cake) in a Bundt shape	https://upload.wikimedia.org/wikipedia/commons/2/2c/Babka%2C_M%C3%BAnich%2C_Alemania%2C_2013-04-01%2C_DD_01.JPG	2587	1974	/data/output_images/00008/000085028.jpg	1666	Babka cake	A Babka cake in a Bundt shape displayed on a rustic wooden table in a cozy kitchen
Unimog with integrated roll cage at 2006 Dakar Rally	https://upload.wikimedia.org/wikipedia/commons/0/04/Unimog_u500_dakar_2006.jpg	2560	1920	/data/output_images/00008/000086009.jpg	1674	Unimog	A Unimog with an integrated roll cage driving through a snowy mountain pass
English Electric Lightning T55 (ex. serial number 55-713)	https://upload.wikimedia.org/wikipedia/commons/f/fa/English_Electric_Lightning_T.55_55-713_at_MAM.jpg	2592	1944	/data/output_images/00008/000087154.jpg	1701	English Electric Lightning T55	An English Electric Lightning T55 flying over a bustling city skyline at sunset
A feral horse grazes on the Pryor Mountains refuge.	https://upload.wikimedia.org/wikipedia/commons/6/6d/Pryor_Mountains_feral_horse_-_2009.jpg	816	613	/data/output_images/00008/000086305.jpg	1679	feral horse	A feral horse standing on a sandy beach at sunset
Morning glory (Ipomoea tricolor) with different stages of flower development, buds have pink colour when matured flower are blue	https://upload.wikimedia.org/wikipedia/commons/1/13/Figure_7_Morning_glory_%28Ipomoea_tricolor%29_whit_different_stages_of_flower_development%2C_buds_have_pink_colour_when_matured_flower_are_blue.jpg	921	720	/data/output_images/00008/000085380.jpg	1656	Morning glory	A Morning glory (Ipomoea tricolor) blooming in a vibrant botanical garden surrounded by various tropical plants
A motocross rider wearing a sports neck brace	https://upload.wikimedia.org/wikipedia/commons/3/3c/Antonio_Cairoli_ITA_FMI_Yamaha_FIM_MX_Mallory_Park_2008_R6a.jpg	1200	900	/data/output_images/00008/000086425.jpg	1688	motocross rider	A motocross rider performing a jump over a sand dune during sunset
Teapot, 1930 ca.	https://upload.wikimedia.org/wikipedia/commons/2/22/Margarete_heymann-l%C3%B6benstein-marks_per_hael_werkst%C3%A4tten%2C_teiera%2C_marwitz_D_1930_ca.jpg	2140	1296	/data/output_images/00008/000086926.jpg	1697	teapot	A vintage teapot displayed on a rustic kitchen counter with herbs and spices around it
1989 Honda Pacific Coast with accessory tall windshield	https://upload.wikimedia.org/wikipedia/commons/8/82/Honda_PC_800.jpg	2568	1878	/data/output_images/00008/000085733.jpg	1663	1989 Honda Pacific Coast	A 1989 Honda Pacific Coast parked on a scenic coastal road with ocean views
Javelin-armed Thracian horseman - hunting wild boar.	https://upload.wikimedia.org/wikipedia/commons/8/84/Teteven-History-museum-Thracian-god-3-century-BC.jpg	1113	1224	/data/output_images/00008/000086363.jpg	1685	Thracian horseman	A Thracian horseman armed with a javelin, riding through a dense forest while hunting wild boar
1954 Singer SM Roadster series 4AD, showing the fixed bonnet sides with a divided central portion	http://upload.wikimedia.org/wikipedia/commons/6/66/%2754_Singer_4AD_Roadster_%28Hudson%29.JPG	2245	1577	/data/output_images/00008/000086586.jpg	1690	1954 Singer SM Roadster series 4AD	A 1954 Singer SM Roadster series 4AD parked on a scenic coastal road with the ocean in the background
1940 Volvo LV192 truck.	http://upload.wikimedia.org/wikipedia/commons/0/08/Volvo_LV_192_D_Truck_1940_2.jpg	800	473	/data/output_images/00008/000088118.jpg	1716	1940 Volvo LV192 truck	A 1940 Volvo LV192 truck parked in a rustic countryside setting with rolling hills and a barn in the background
Weedy sea dragon in Cabbage Tree Bay, Sydney, Australia	https://upload.wikimedia.org/wikipedia/commons/7/79/Phyllopteryx_taeniolatus1.jpg	1024	768	/data/output_images/00008/000087462.jpg	1707	Weedy sea dragon	A Weedy sea dragon swimming gracefully in a vibrant coral reef
Square throw pillows (scatter cushions).	https://upload.wikimedia.org/wikipedia/commons/d/dd/Throw_Pillows_%28Scatter_Cushions%29.jpg	1920	1280	/data/output_images/00008/000084876.jpg	1643	square throw pillows	A pair of square throw pillows placed on a cozy beach lounge chair under a palm tree
A hamster	http://upload.wikimedia.org/wikipedia/commons/b/bc/White_Hamster.jpg	2272	1704	/data/output_images/00008/000089070.jpg	1729	hamster	A hamster exploring a colorful garden filled with flowers and butterflies
Scylla serrata from Karwar, India.	https://upload.wikimedia.org/wikipedia/commons/b/b4/Scylla_serrata_Mud_Crab.jpg	600	400	/data/output_images/00008/000087729.jpg	1711	Scylla serrata	A Scylla serrata crawling along a sandy beach at sunset
Female great hornbill feeding on figs. Fruit forms a large part of the diet of forest hornbills.	https://upload.wikimedia.org/wikipedia/commons/8/8f/Buceros_bicornis_%28female%29_-feeding_in_tree-8.jpg	800	640	/data/output_images/00008/000087449.jpg	1706	female great hornbill	A female great hornbill perched on a branch in a tropical rainforest, surrounded by vibrant flowers and lush greenery
Ski equipped LC-130D of the 71st ARRS	https://upload.wikimedia.org/wikipedia/commons/9/98/USAF_Elmendorf_Base_6.jpg	4798	2679	/data/output_images/00008/000089179.jpg	1731	LC-130D	An LC-130D aircraft flying over a snowy mountain range
Brown thrasher	https://upload.wikimedia.org/wikipedia/commons/1/15/Brown_Thrasher.jpg	1347	1890	/data/output_images/00008/000087895.jpg	1714	Brown thrasher	A Brown thrasher perched on a branch in a vibrant spring forest
The wreckage of Hess's Messerschmitt Bf 110	https://upload.wikimedia.org/wikipedia/commons/1/18/Rudolf_Hess_-_Bf_110D_Werk_Nr_3869_-_Wreckage_-_Bonnyton_Moor.jpg	500	292	/data/output_images/00008/000089317.jpg	1735	Messerschmitt Bf 110	The wreckage of a Messerschmitt Bf 110 in a dense jungle, surrounded by tropical vegetation and wildlife
Ferocactus wislizeni in bloom	https://upload.wikimedia.org/wikipedia/commons/6/6d/Ferocactus_wislizeni338980330.jpg	1984	1488	/data/output_images/00008/000087096.jpg	1700	Ferocactus wislizeni	Ferocactus wislizeni in bloom in a vibrant desert landscape with a sunset backdrop
Iris tectorum from Munsiyari, India	https://upload.wikimedia.org/wikipedia/commons/d/d0/IrisTectorum.jpg	1024	1365	/data/output_images/00008/000089215.jpg	1732	Iris tectorum	Iris tectorum blooming in a serene mountain meadow
A Rhizomys (bamboo rat) from Nagaland, India	https://upload.wikimedia.org/wikipedia/commons/5/5e/Rhizomys.JPG	3456	1944	/data/output_images/00008/000088512.jpg	1724	Rhizomys	A Rhizomys (bamboo rat) exploring a lush bamboo forest in Nagaland, India
CASE SR210 skid steer loader.	https://upload.wikimedia.org/wikipedia/commons/2/24/CASE-Skid-Steer-Loader.jpg	4928	3264	/data/output_images/00008/000089994.jpg	1741	CASE SR210 skid steer loader	A CASE SR210 skid steer loader working on a construction site surrounded by tall buildings
1956 Colt .357 Magnum	http://upload.wikimedia.org/wikipedia/commons/3/36/Colt_357.JPG	1922	1362	/data/output_images/00008/000087902.jpg	1713	Colt .357 Magnum	A Colt .357 Magnum revolver displayed on a rustic wooden table in a vintage shooting range
Toyota Carina ED (Japan)	https://upload.wikimedia.org/wikipedia/commons/1/17/3rd_generation_Toyota_Carina_ED_rear.jpg	2625	994	/data/output_images/00008/000086889.jpg	1693	Toyota Carina ED	A Toyota Carina ED parked in a vibrant city street during sunset
"Front armour and main gun of German A7V tank ""Mephisto""."	https://upload.wikimedia.org/wikipedia/commons/0/0e/Mephisto_A7V_showing_name_and_gun.jpg	4125	2545	/data/output_images/00009/000090065.jpg	1742	German A7V tank Mephisto	The German A7V tank Mephisto positioned in a historical battlefield setting, surrounded by smoke and debris
A wooden Dragon on its trailer, showing the keel shape and rudder arrangement	https://upload.wikimedia.org/wikipedia/commons/8/8f/Dragon_wooden_sailboat_1709.jpg	1600	1200	/data/output_images/00009/000090066.jpg	1748	wooden Dragon boat	A wooden Dragon boat docked at a serene lakeside during sunset
Cargo Air Boeing 737-300F	https://upload.wikimedia.org/wikipedia/commons/e/e7/Cargo_air_Boeing_737-35B%28F%29.jpg	1024	683	/data/output_images/00009/000091447.jpg	1765	Boeing 737-300F	A Boeing 737-300F flying over a bustling city skyline at sunset
Chevrolet Onix sedan	https://upload.wikimedia.org/wikipedia/commons/c/c9/Chevrolet_Onix_%28second_generation%2C_front_view%29.jpg	1744	1080	/data/output_images/00009/000090371.jpg	1747	Chevrolet Onix sedan	A Chevrolet Onix sedan driving along a coastal road with ocean views
Cane toad (Rhinella marina) with poison glands behind the eyes	https://upload.wikimedia.org/wikipedia/commons/7/75/Adult_Cane_toad.jpg	4031	2687	/data/output_images/00009/000090132.jpg	1752	Cane toad	A Cane toad sitting on a rock by a serene pond surrounded by lush greenery
Foliage, inflorescence, and unopened blossom	http://upload.wikimedia.org/wikipedia/commons/b/b1/Mitchella_repens_03.jpg	2272	1704	/data/output_images/00009/000090250.jpg	1750	unopened blossom	An unopened blossom surrounded by lush greenery in a vibrant tropical rainforest
A Kaman SH-2F Seasprite assigned to HSL-31.	http://upload.wikimedia.org/wikipedia/commons/8/87/SH-2F_of_HSL-31_over_USS_Jouett_%28CG-29%29_in_1989.jpeg	3000	1997	/data/output_images/00009/000090649.jpg	1759	Kaman SH-2F Seasprite	A Kaman SH-2F Seasprite flying over a coastal city at sunset
1963 open two-seat E-Type	https://upload.wikimedia.org/wikipedia/commons/9/9a/1963_Jaguar_XK-E_Roadster.jpg	2823	1518	/data/output_images/00009/000091909.jpg	1776	1963 open two-seat E-Type	A 1963 open two-seat E-Type parked on a scenic coastal road with ocean views
